rank	serial	Bike ID	biketype_id	Bikenumber	last_communication	battery	real_battery	battery_state	reason	place	terminal_id	last_terminal_snap	firmware_version	target_firmware	configuration_version	mode	series_id	target_configuration	esp_firmware_version	target_esp_firmware	language_version	snap_id	snap_rev	snap_rev_date	iccid	imei	imsi	last_communication_snap	last_communication_sim	server	city	is_lent	active	repair	campaign_id	pedelec	street2	comments	pedelec_battery	lock_types	locked	is_charging	last_charging	spike_id	resource_blockage
81	10000140860	181329	214	410047	"2025-02-27 10:52:08"	157	4,1345	"CHARGED CF"	"HEARTBEAT"	"Patinetas para reparar"	""					0										868963047063987		"2025-02-27 10:52:08"	"2025-02-27 10:52:08"		408	0	0	1	5151	1	""	"no ejecuta ninguna de las ordenes ni se ubica correctamente. Horas en el furgón, de paseo, y sigue igual"	0	"scooter_motor_lock"	1	0		0	"null"
82	10000138004	181305	214	410071	"2025-02-27 10:18:30"	94	3,5990	"FULL CFR"	"HEARTBEAT"	"Patinetas para reparar"	""					0										864431041568900		"2025-02-27 10:18:30"	"2025-02-27 10:18:30"		408	0	0	1	5151	1	""	"no suelta bateria"	0	"scooter_motor_lock"	1	0		0	"null"
83	10000174847	181330	214	410046	"2025-02-27 10:11:25"	93	3,5905	"FULL CFR"	"HEARTBEAT"	"Patinetas para reparar"	""					0										860640054777653		"2025-02-27 10:11:25"	"2025-02-27 10:11:25"		408	0	0	1	5151	1	"no sube carga del 32%"	"Funciona el aviso sonoro pero no abre cajón de casco ni desbloquea la patineta. Tampoco suelta la batería."	88	"scooter_motor_lock"	0	0		0	"null"
84	10000148602	181301	214	410075	"2025-02-27 02:50:23"	94	3,5990	"FULL CFR"	"HEARTBEAT"	"Patinetas para reparar"	""					0										868963047005301		"2025-02-27 02:50:23"	"2025-02-27 02:50:23"		408	0	0	0	5151	1	""	"Holgura direccion"	0	"scooter_motor_lock"	1	0		0	"null"
85	10000136022	181369	214	410007	"2025-02-25 03:30:12"	94	3,5990	"FULL CFR"	"HEARTBEAT"	"Patinetas para reparar"	""					0										868963047355557		"2025-02-25 03:30:12"	"2025-02-25 03:30:12"		408	0	0	0	5151	1	""	""	0	"scooter_motor_lock"	1	0		0	"null"
86	10000137883	181333	214	410043	"2025-02-20 15:01:25"	94	3,5990	"FULL CFR"	"HEARTBEAT"	"Patinetas para reparar"	""					0										868963047079603		"2025-02-20 15:01:25"	"2025-02-20 15:01:25"		408	0	0	1	5151	1	"08.09.2024 21:12:00: Returned by tier"	"no ancla batería "	0	"scooter_motor_lock"	1	0		0	"null"
87	10000140099	181320	214	410056	"2025-02-25 17:02:28"			"EMPTY RM"		"Patinetas para reparar"	""					0										864431040577183					408	0	0	0	5151	1	"Marcada como GPS_ISSUE en Tier. En NB aparece como última comunicación 2023-09-22 13:25:41"	"robada el 20 de septiembre y recuperada el 24 de octubre"	89	"scooter_motor_lock"		0		0	"null"
88	10000131951	181367	214	410009	"2025-02-25 17:01:24"	94	3,5990	"FULL CFR"	"HEARTBEAT"	"Patinetas para reparar"	""					0										868963043889526		"2025-02-19 12:49:36"	"2025-02-19 12:49:36"		408	0	0	0	5151	1	""	"No engancha la batería, se queda totalmente suelta."	0	"scooter_motor_lock"	1	0		0	"null"
89	10000131095	181304	214	410072	"2025-02-25 17:01:22"			"EMPTY RM"		"Gestohlen"	""					0										864431040069603					408	0	0	0	5151	1	""	"11/12/2023: Patineta desaparecida en San José durante alquiler de usuario 326246540."	64	"scooter_motor_lock"	1	0		0	"null"
90	10000156609	181371	214	410005	"2025-02-25 12:17:18"			"EMPTY RM"		"Patinetas para reparar"	""					0										868963047443775					408	0	0	1	5151	1	"el conector del ordenador esta mal,comprobar tarjeta"	"La patineta no detecta la carga de la bateria aun teniendo cien por cien de carga."	0	"scooter_motor_lock"	1	0		0	"null"
91	83300013255	225042	196	410402	"2025-11-20 15:42:09"	119	3,8115	"FULL CFR"	"RFID_COMM"	"Intermodal El Rincón"	""		240909E0	240909E0	33010230	25	50				"3332MV"		"10BF1D18"	""	89457300000014407061	860316060131009	234502102440706	"2025-11-20 15:42:09"	"2025-11-20 15:36:20"	"jimi-cowor03.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:36:20"	0	"null"
92	83300013853	225008	196	410436	"2025-11-20 15:42:08"	119	3,8115	"FULL CFR"	"HEARTBEAT"	"Plaza de España"	""		240909E0	240909E0	30000230	30	50				"3319MV"		"10BF1D18"	""	89457300000014405560	860316060136982	234502102440556	"2025-11-20 15:41:13"	"2025-11-20 15:42:08"	"jimi-cowor03.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:42:08"	0	"null"
93	83300013860	225091	196	410353	"2025-11-20 15:42:03"	144	4,0240	"FULL CFR"	"HEARTBEAT"	"C.C. La Minilla"	""		240909E0	240909E0	33010230	24	50				"3351MV"		"10BF1D18"	""	89457300000014432788	860316060137055	234502102443278	"2025-11-20 12:52:24"	"2025-11-20 15:42:03"	"jimi-cowor04.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:42:03"	0	"null"
94	83300012310	225027	196	410417	"2025-11-20 15:42:02"	121	3,8285	"FULL CFR"	"HEARTBEAT"	"C.C. El Muelle"	""		240909E0	240909E0	33010230	30	50				"3345MV"		"10BF1D18"	""	89457300000014430311	860316060121554	234502102443031	"2025-11-20 15:32:17"	"2025-11-20 15:42:02"	"jimi-cowor03.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:42:02"	0	"null"
95	7551168654	165387	143	41707	"2025-11-20 15:41:56"	164	4,1940	"CHARGED CF"	"HEARTBEAT"	"Daoiz (eléc.)"	411396286	0	240909E0	240909E0	18280100	20	50	"<u>21000031*</u>"	""	""	"3467MV"	0	"10BF1D18"	"BMZ=41802MV"	89314404001204694599	355951094192999	204046964449945	"2025-11-20 15:32:14"	"2025-11-20 15:41:56"	"jimi-cowor04.nextbike.net:20016"	408	0	0	1	6301	1	"20.11.2025 15:21:58: el motor eléctrico no arranca  20.11.2025 12:40:32: no entra en funcionamiento motor eléctrico  marchas desajustados  si no mejoran las bicis esto cada día es una lotería.   "	"Revisar motor y marchas"	100	"frame_lock"	1	1	"2025-11-20 15:41:56"	57670	"null"
96	83300011341	225064	196	410380	"2025-11-20 15:41:54"	90	3,5650	"EMPTY RM"	"RFID_COMM"	"Castillo de la Luz"	""		240909E0	240909E0	33010230	23	50				"3241MV"		"10BF1D18"	""	89457300000014420296	860316060111860	234502102442029	"2025-11-20 15:41:54"	"2025-11-20 15:39:06"	"jimi-cowor01.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	0	"2025-11-20 15:29:06"	0	"null"
97	83300012782	225123	196	410321	"2025-11-20 15:41:52"	141	3,9985	"FULL CFR"	"HEARTBEAT"	"Base Naval"	""		240909E0	240909E0	33010230	22	50				"3312MV"		"10BF1D18"	""	89457300000014427796	860316060126272	234502102442779	"2025-11-20 14:56:36"	"2025-11-20 15:41:52"	"jimi-cowor02.nextbike.net:20016"	408	0	1	0	5849	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:41:52"	0	"null"
98	7551168807	165371	143	41440	"2025-11-20 15:41:50"	164	4,1940	"CHARGED CF"	"RFID_COMM"	"ULPGC - Polivalente I"	1917905078	0	240909E0	240909E0	18280100	19	50	"<u>21000031*</u>"	""	""	"3474MV"	0	"10BF1D18"	"BMZ=40131MV"	89314404001204691710	355951094188831	204046964449657	"2025-11-20 15:42:06"	"2025-11-20 15:41:50"	"jimi-cowor04.nextbike.net:20016"	408	0	1	0	6130	1	""	"ULPGC"	91	"frame_lock"	1	1	"2025-11-20 15:41:50"	54701	"null"
99	83300012079	225106	196	410338	"2025-11-20 15:41:49"	124	3,8540	"FULL CFR"	"RFID_COMM"	"Plaza San Agustín"	""		240909E0	240909E0	33010230	19	50				"3319MV"		"10BF1D18"	""	89457300000014405941	860316060119244	234502102440594	"2025-11-20 15:41:49"	"2025-11-20 15:39:30"	"jimi-cowor03.nextbike.net:20016"	408	1	1	0	0	0	""	""	-1	"frame_lock"	0	1	"2025-11-20 15:39:30"	0	"null"
100	83300005736	225192	143	410442	"2025-11-20 15:41:49"	154	4,1090	"CHARGED CF"	"RFID_COMM"	"Plaza Manuel Becerra (eléc.)"	1917904682		240909E0	240909E0	30000230	0	50				"3474MV"		"10BF1D18"	"BMZ=41409MV"	89457300000010541798	860316060086807	234502102054179	"2025-11-20 15:42:04"	"2025-11-20 15:41:49"	"87.230.125.145:20016"	408	0	1	0	6129	1	""	""	100	"frame_lock"	1	1	"2025-11-20 15:41:49"	52635	"null"
101	83300013289	225124	196	410320	"2025-11-20 15:41:46"	98	3,6330	"RISK FRM"	"HEARTBEAT"	"Bicis para reparar"	""		240909E0	240909E0	33010230	25	50				"3274MV"		"10BF1D18"	""	89457300000014418985	860316060131348	234502102441898	"2025-11-20 08:30:56"	"2025-11-20 15:41:46"	"jimi-cowor03.nextbike.net:20016"	408	0	0	1	0	0	""	"Taller, batería"	-1	"frame_lock"	0	1	"2025-11-20 15:41:46"	0	"null"
102	7551170643	165369	143	41442	"2025-11-20 15:41:44"	159	4,1515	"CHARGED CF"	"HEARTBEAT"	"Castillo de Mata (eléc.)"	1920861715	0	240909E0	240909E0	18280100	18	50	"<u>21000031*</u>"	""	""	"3454MV"	0	"10BF1D18"	"BMZ=40721MV"	89314404001204738313	355951094167041	204046964454317	"2025-11-20 15:37:51"	"2025-11-20 15:41:44"	"jimi-cowor02.nextbike.net:20016"	408	0	1	0	6130	1	""	"ULPGC"	96	"frame_lock"	1	1	"2025-11-20 15:41:44"	52603	"null"
103	83300014977	225072	196	410372	"2025-11-20 15:41:38"	80	3,4800	"EMPTY RM"	"HEARTBEAT"	"Paseo de Chil - Av. Escaleritas"	""		240909E0	240909E0	30000230	26	50				"3287MV"		"10BF1D18"	""	89457300000014410719	860316060148078	234502102441071	"2025-11-20 13:35:21"	"2025-11-20 15:41:38"	"jimi-cowor01.nextbike.net:20016"	408	0	1	1	5849	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:41:38"	0	"null"
104	83300013908	225101	196	410343	"2025-11-20 15:41:37"	72	3,4120	"EMPTY RM"	"HEARTBEAT"	"Base Naval"	""		240909E0	240909E0	33010230	28	50				"3287MV"		"10BF1D18"	""	89457300000014415049	860316060137535	234502102441504	"2025-11-20 04:01:06"	"2025-11-20 15:41:37"	"jimi-cowor04.nextbike.net:20016"	408	0	0	1	0	0	""	"Taller, batería"	-1	"frame_lock"	1	0	"2025-11-18 14:53:33"	0	"null"
105	83300005040	225243	143	410521	"2025-11-20 15:41:29"	152	4,0920	"FULL CFR"	"HEARTBEAT"	"Daoiz (eléc.)"	411396286	0	240909E0	240909E0	30000230	25	50	"<u>*</u>"	""	""	"3480MV"	0	"10BF1D18"	"BMZ=40868MV"	89457300000010629890	860316060049607	234502102062989	"2025-11-20 15:31:54"	"2025-11-20 15:41:29"	"jimi-cowor03.nextbike.net:20016"	408	0	1	0	6000	1	""	""	97	"frame_lock"	1	1	"2025-11-20 15:41:29"	56353	"null"
106	7551170458	165373	143	41438	"2025-11-20 15:41:22"	158	4,1430	"CHARGED CF"	"HEARTBEAT"	"Bicis arregladas"	""	0	240909E0	240909E0	18280100	30	50	"<u>21000031*</u>"	""	""	"3306MV"	0	"10BF1D18"	"BMZ=40524MV"	89314404001204259468	355951094177503	204046964436432	"2025-11-20 08:01:38"	"2025-11-20 15:41:22"	"jimi-cowor01.nextbike.net:20016"	408	0	0	0	6130	1	""	"ULPGC"	95	"frame_lock"	0	0	"2025-11-20 08:01:22"	0	"null"
107	83300012967	225109	196	410335	"2025-11-20 15:41:20"	114	3,7690	"FULL CFR"	"HEARTBEAT"	"Barranquillo Don Zoilo"	""		240909E0	240909E0	30000230	29	50				"3351MV"		"10BF1D18"	""	89457300000014418803	860316060128120	234502102441880	"2025-11-20 11:52:43"	"2025-11-20 15:41:20"	"87.230.125.145:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:41:20"	0	"null"
108	83300032155	225019	196	410425	"2025-11-20 15:41:17"	128	3,8880	"FULL CFR"	"HEARTBEAT"	"Reyes Católicos"	""		240909E0	240909E0	30000230	28	50				"3338MV"		"10BF1D18"	""	89457300000023854147	860316060318325	234502103385414	"2025-11-20 02:30:35"	"2025-11-20 15:41:17"	"jimi-cowor02.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:41:17"	0	"null"
109	83300011263	225038	196	410406	"2025-11-20 15:41:17"	148	4,0580	"FULL CFR"	"HEARTBEAT"	"León y Castillo"	""		240909E0	240909E0	30000230	24	50				"3396MV"		"10BF1D18"	""	89457300000014414653	860316060111084	234502102441465	"2025-11-20 14:10:33"	"2025-11-20 15:41:17"	"jimi-cowor01.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:41:17"	0	"null"
110	83300014328	225021	196	410423	"2025-11-20 15:41:12"	132	3,9220	"FULL CFR"	"SIGN_IN"	"Plazoleta de Farray"	""		240909E0	240909E0	30000230	23	1				"3441MV"		"10BF1D18"	""	89457300000014409968	860316060141586	234502102440996	"2025-11-20 15:05:46"	"2025-11-20 15:41:12"	"jimi-cowor01.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:40:39"	0	"null"
111	83300014996	225016	196	410428	"2025-11-20 15:41:09"	122	3,8370	"FULL CFR"	"HEARTBEAT"	"C.C. El Muelle"	""		240909E0	240909E0	30000230	30	50				"3448MV"		"10BF1D18"	""	89457300000014410727	860316060148268	234502102441072	"2025-11-20 14:43:31"	"2025-11-20 15:41:09"	"87.230.125.145:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:41:09"	0	"null"
112	7551170483	165346	143	41465	"2025-11-20 15:41:04"	161	4,1685	"CHARGED CF"	"HEARTBEAT"	"Bicis arregladas"	""	0	240909E0	240909E0	18280100	13	50	"<u>21000031*</u>"	""	""	"3325MV"	0	"10BF1D18"	"BMZ=40917MV"	89314404001204715147	355951094165102	204046964452000	"2025-11-20 10:51:20"	"2025-11-20 15:41:04"	"jimi-cowor04.nextbike.net:20016"	408	0	0	0	6130	1	""	""	98	"frame_lock"	0	0	"2025-11-20 10:51:04"	0	"null"
113	83300014477	225188	143	410446	"2025-11-20 15:41:04"	156	4,1260	"CHARGED CF"	"RFID_COMM"	"Plaza Manuel Becerra (eléc.)"	1917904682		240909E0	240909E0	33010230	31	1				"3461MV"		"10BF1D18"	"BMZ=41016MV"	89457300000014409653	860316060143079	234502102440965	"2025-11-20 15:41:31"	"2025-11-20 15:41:04"	"jimi-cowor03.nextbike.net:20016"	408	0	1	0	6129	1	""	"Plaza España"	99	"frame_lock"	1	1	"2025-11-20 15:41:04"	47082	"null"
114	7551170577	165360	143	41451	"2025-11-20 15:41:03"	167	4,2195	"CHARGED CF"	"HEARTBEAT"	"ULPGC - CC. Jurídicas"	1917894436	0	240909E0	240909E0	18280100	16	50	"<u>21000031*</u>"	""	""	"3441MV"	0	"10BF1D18"	"BMZ=42047MV"	89314404001204264344	355951094171514	204046964436920	"2025-11-20 15:26:12"	"2025-11-20 15:41:03"	"jimi-cowor01.nextbike.net:20016"	408	1	1	0	6130	1	""	"universidad"	100	"frame_lock"	0	1	"2025-11-20 15:41:03"	0	"null"
115	83300012797	225068	196	410376	"2025-11-20 15:41:02"	157	4,1345	"CHARGED CF"	"HEARTBEAT"	"Plaza de España"	""		240909E0	240909E0	30000230	23	50				"3506MV"		"10BF1D18"	""	89457300000014425543	860316060126421	234502102442554	"2025-11-20 14:00:17"	"2025-11-20 15:41:02"	"jimi-cowor03.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:41:02"	0	"null"
116	83300005733	225246	143	410518	"2025-11-20 15:41:02"	154	4,1090	"CHARGED CF"	"HEARTBEAT"	"Plaza de España (eléc.)"	1917895345		240909E0	240909E0	33010230	30	50				"3493MV"		"10BF1D18"	"BMZ=41654MV"	89457300000010542655	860316060086773	234502102054265	"2025-11-20 15:31:17"	"2025-11-20 15:41:02"	"jimi-cowor02.nextbike.net:20016"	408	0	1	0	6000	1	""	"cambios"	100	"frame_lock"	1	1	"2025-11-20 15:41:02"	46947	"null"
117	83300009889	225191	143	410443	"2025-11-20 15:41:01"	154	4,1090	"CHARGED CF"	"HEARTBEAT"	"Oficina Sítycleta (eléc.)"	411418931		240909E0	240909E0	33010230	22	50				"3493MV"		"10BF1D18"	"BMZ=41851MV"	89457300000010566852	860316060068094	234502102056685	"2025-11-20 15:39:54"	"2025-11-20 15:41:01"	"jimi-cowor02.nextbike.net:20016"	408	1	1	0	6129	1	""	""	100	"frame_lock"	0	1	"2025-11-20 15:41:01"	0	"null"
118	83300009378	225050	196	410394	"2025-11-20 15:40:59"	117	3,7945	"FULL CFR"	"HEARTBEAT"	"Intermodal El Rincón"	""		240909E0	240909E0	33010230	30	50				"3293MV"		"10BF1D18"	""	89457300000010563206	860316060062980	234502102056320	"2025-11-20 11:17:24"	"2025-11-20 15:40:59"	"jimi-cowor04.nextbike.net:20016"	408	0	1	0	3212	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:40:59"	0	"null"
119	83300011776	225098	196	410346	"2025-11-20 15:40:56"	95	3,6075	"RISK FRM"	"HEARTBEAT"	"Base Naval"	""		240909E0	240909E0	30000230	30	50				"3293MV"		"10BF1D18"	""	89457300000014433323	860316060116216	234502102443332	"2025-11-20 15:36:37"	"2025-11-20 15:40:56"	"jimi-cowor03.nextbike.net:20016"	408	0	1	0	5849	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:40:56"	0	"null"
120	83300010857	225047	196	410397	"2025-11-20 15:40:55"	137	3,9645	"FULL CFR"	"HEARTBEAT"	"Venegas Usos Múltiples"	""		240909E0	240909E0	33010230	29	50				"3383MV"		"10BF1D18"	""	89457300000011721704	860316060077772	234502102172170	"2025-11-20 15:32:13"	"2025-11-20 15:40:55"	"jimi-cowor01.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:40:55"	0	"null"
121	83300011848	225076	196	410368	"2025-11-20 15:40:48"	115	3,7775	"FULL CFR"	"HEARTBEAT"	"Plaza de España"	""		240909E0	240909E0	30000230	17	50				"3351MV"		"10BF1D18"	""	89457300000014434495	860316060116935	234502102443449	"2025-11-20 15:25:25"	"2025-11-20 15:40:48"	"jimi-cowor03.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:40:48"	0	"null"
122	7551171150	165401	143	41693	"2025-11-20 15:40:47"	158	4,1430	"CHARGED CF"	"RFID_COMM"	"Daoiz (eléc.)"	411396286	0	240909E0	240909E0	18280100	17	50	"<u>21000031*</u>"	""	""	"3448MV"	0	"10BF1D18"	"BMZ=41261MV"	89314404001204715519	355951094166738	204046964452037	"2025-11-20 15:41:03"	"2025-11-20 15:40:47"	"jimi-cowor01.nextbike.net:20016"	408	0	1	0	6301	1	""	""	100	"frame_lock"	1	1	"2025-11-20 15:40:47"	57612	"null"
123	83300007130	225067	196	410377	"2025-11-20 15:40:29"	131	3,9135	"FULL CFR"	"HEARTBEAT"	"Las Canteras - Luis Morote"	""		240909E0	240909E0	33010230	24	50				"3422MV"		"10BF1D18"	""	89457300000010541707	860316060100509	234502102054170	"2025-11-20 15:39:44"	"2025-11-20 15:40:29"	"jimi-cowor04.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:40:29"	0	"null"
124	83300032209	225206	143	410558	"2025-11-20 15:40:24"	156	4,1260	"CHARGED CF"	"HEARTBEAT"	"Plaza Manuel Becerra (eléc.)"	1917904682		240909E0	240909E0	32000230	23	50				"3557MV"		"10BF1D18"	"BMZ=41359MV"	89457300000023854915	860316060318861	234502103385491	"2025-11-20 15:30:49"	"2025-11-20 15:40:24"	"jimi-cowor04.nextbike.net:20016"	408	0	1	0	6000	1	""	"FL old: 83300005287"	100	"frame_lock"	1	1	"2025-11-20 15:40:24"	51802	"null"
125	83300010204	225073	196	410371	"2025-11-20 15:40:22"	95	3,6075	"RISK FRM"	"HEARTBEAT"	"Churruca"	""		240909E0	240909E0	33010230	31	50				"3293MV"		"10BF1D18"	""	89457300000010568023	860316060071247	234502102056802	"2025-11-20 14:47:58"	"2025-11-20 15:40:22"	"jimi-cowor03.nextbike.net:20016"	408	0	1	0	0	0	""	"31.10.2025 13:58:05: deactivated automatically because of no communication for 60 minutes"	-1	"frame_lock"	1	1	"2025-11-20 15:40:22"	0	"null"
126	83300012236	225089	196	410355	"2025-11-20 15:40:17"	110	3,7350	"FULL CFR"	"HEARTBEAT"	"Mercado Central"	""		240909E0	240909E0	33010230	30	50				"3306MV"		"10BF1D18"	""	89457300000014431095	860316060120812	234502102443109	"2025-11-20 15:30:20"	"2025-11-20 15:40:17"	"jimi-cowor04.nextbike.net:20016"	408	1	1	0	0	0	""	""	-1	"frame_lock"	0	0	"2025-11-20 15:20:17"	0	"null"
127	7551170879	165329	143	41482	"2025-11-20 15:40:16"	167	4,2195	"CHARGED CF"	"RFID_COMM"	"ULPGC - Polivalente I"	1917905078	0	240909E0	240909E0	18280100	17	50	"<u>21000031*</u>"	""	""	"3493MV"	0	"10BF1D18"	"BMZ=39788MV"	89314404001204745839	355951094172645	204046964455069	"2025-11-20 15:40:31"	"2025-11-20 15:40:16"	"jimi-cowor04.nextbike.net:20016"	408	0	1	0	6130	1	""	"ULPGC"	87	"frame_lock"	1	1	"2025-11-20 15:40:16"	53163	"null"
128	83300013123	225085	196	410359	"2025-11-20 15:40:11"	96	3,6160	"RISK FRM"	"HEARTBEAT"	"C.C. El Muelle"	""		240909E0	240909E0	33010230	31	50				"3293MV"		"10BF1D18"	""	89457300000014437076	860316060129680	234502102443707	"2025-11-20 11:49:39"	"2025-11-20 15:40:11"	"jimi-cowor03.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:40:11"	0	"null"
129	83300012039	225041	196	410403	"2025-11-20 15:40:10"	115	3,7775	"FULL CFR"	"HEARTBEAT"	"León y Castillo"	""		240909E0	240909E0	30000230	24	50				"3325MV"		"10BF1D18"	""	89457300000014407194	860316060118840	234502102440719	"2025-11-20 15:12:19"	"2025-11-20 15:40:10"	"jimi-cowor03.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:40:10"	0	"null"
130	7551171135	165339	143	41472	"2025-11-20 15:40:06"	163	4,1855	"CHARGED CF"	"HEARTBEAT"	"ULPGC - Polivalente I"	1917905078	0	240909E0	240909E0	18280100	11	50	"<u>21000031*</u>"	""	""	"3544MV"	0	"10BF1D18"	"BMZ=40819MV"	89314404001204269749	355951094175267	204046964437460	"2025-11-20 15:30:23"	"2025-11-20 15:40:06"	"jimi-cowor01.nextbike.net:20016"	408	0	1	0	6130	1	""	"SEM 2025"	97	"frame_lock"	1	0	"2025-11-20 15:30:06"	0	"null"
131	83300030511	225046	196	410398	"2025-11-20 15:40:03"	98	3,6330	"RISK FRM"	"HEARTBEAT"	"Venegas Usos Múltiples"	""		240909E0	240909E0	30000230	28	50				"3319MV"		"10BF1D18"	""	89457300000023865978	860316060301883	234502103386597	"2025-11-20 14:48:36"	"2025-11-20 15:40:03"	"jimi-cowor01.nextbike.net:20016"	408	0	1	1	0	0	"20.11.2025 12:58:00: no SE abre El candado y no la puedo devolver"	"no la deja cogerla"	-1	"frame_lock"	1	1	"2025-11-20 15:40:03"	0	"null"
132	83300013326	225005	196	410439	"2025-11-20 15:40:02"	154	4,1090	"CHARGED CF"	"HEARTBEAT"	"Cabildo de Gran Canaria"	""		240909E0	240909E0	33010230	28	50				"3332MV"		"10BF1D18"	""	89457300000014429594	860316060131710	234502102442959	"2025-11-20 13:17:51"	"2025-11-20 15:40:02"	"jimi-cowor01.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:40:02"	0	"null"
133	83300012259	225030	196	410414	"2025-11-20 15:40:01"	110	3,7350	"FULL CFR"	"HEARTBEAT"	"Hoya de la Plata"	""		240909E0	240909E0	30000230	31	50				"3306MV"		"10BF1D18"	""	89457300000014432051	860316060121042	234502102443205	"2025-11-20 02:59:12"	"2025-11-20 15:40:01"	"jimi-cowor04.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:40:01"	0	"null"
134	83300007121	225023	196	410421	"2025-11-20 15:39:54"	128	3,8880	"FULL CFR"	"HEARTBEAT"	"San Telmo"	""		240909E0	240909E0	33010230	31	50				"3300MV"		"10BF1D18"	""	89457300000010542010	860316060100418	234502102054201	"2025-11-20 13:58:56"	"2025-11-20 15:39:54"	"jimi-cowor03.nextbike.net:20016"	408	0	1	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:39:54"	0	"null"
135	83300012369	225077	196	410367	"2025-11-20 15:39:54"	129	3,8965	"FULL CFR"	"HEARTBEAT"	"Bicis arregladas"	""		240909E0	240909E0	30000230	28	50				"3261MV"		"10BF1D18"	""	89457300000014439494	860316060122149	234502102443949	"2025-11-19 08:52:05"	"2025-11-20 15:39:54"	"jimi-cowor04.nextbike.net:20016"	408	0	0	0	5849	0	""	""	-1	"frame_lock"	0	1	"2025-11-20 15:39:54"	0	"null"
136	83300012073	225082	196	410362	"2025-11-20 15:39:48"	123	3,8455	"FULL CFR"	"HEARTBEAT"	"Bicis arregladas"	""		240909E0	240909E0	30000230	25	50				"3274MV"		"10BF1D18"	""	89457300000014437704	863251074032264	234502102443770	"2025-11-20 07:15:26"	"2025-11-20 15:39:48"	"jimi-cowor04.nextbike.net:20016"	408	0	0	0	0	0	""	""	-1	"frame_lock"	0	1	"2025-11-20 15:39:48"	0	"null"
